Precinct,1st Choice,2nd Choice,3rd Choice,Count
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Dana Hansen,Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Dana Hansen,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Dana Hansen,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Dana Hansen,Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,Dana Hansen,Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Dana Hansen,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Dana Hansen,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,UWI,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Dana Hansen,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Dana Hansen,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Stephanie Gasca,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Dana Hansen,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Dana Hansen,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Stephanie Gasca,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,UWI,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,UWI,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,undervote,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,Dana Hansen,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Dana Hansen,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",undervote,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Dana Hansen,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,undervote,1
MINNEAPOLIS W-4 P-07,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1
MINNEAPOLIS W-4 P-07,Stephanie Gasca,Phillipe M. Cunningham,UWI,1
