Precinct,rank1,rank2,rank3,weight
MINNEAPOLIS W-10 P-04,Lisa Bender,UWI,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,UWI,UWI,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Bruce Lundeen,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Lisa Bender,undervote,1
MINNEAPOLIS W-10 P-04,undervote,Bruce Lundeen,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,David Schorn,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,UWI,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Bruce Lundeen,undervote,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,David Schorn,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,David Schorn,Bruce Lundeen,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,UWI,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Bruce Lundeen,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,UWI,UWI,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,David Schorn,Lisa Bender,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Lisa Bender,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Bruce Lundeen,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,David Schorn,Bruce Lundeen,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Bruce Lundeen,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Lisa Bender,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,UWI,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Bruce Lundeen,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Lisa Bender,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,UWI,UWI,UWI,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,UWI,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,undervote,undervote,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,David Schorn,Saralyn Romanishan,Lisa Bender,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Lisa Bender,David Schorn,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Bruce Lundeen,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,David Schorn,undervote,1
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Saralyn Romanishan,1
MINNEAPOLIS W-10 P-04,Lisa Bender,undervote,undervote,1
MINNEAPOLIS W-10 P-04,Saralyn Romanishan,Bruce Lundeen,David Schorn,1
